Pattern,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Total,Count,CountNon,start,end,Percentage,Collaboration_Trends,Collaboration_Pattern
"['[aggarwal, k. m.; coffey, i.] queens univ, dept pure & appl phys, belfast bt7 1nn, antrim, north ireland', '[anghel, m.; curuia, m.; soare, s.] natl inst cryogen & isotop technol, ramnicu valcea, romania', '[braic, v.] natl inst optoelect, magurele, romania', '[broeckx, w.; dylst, k.; goussarov, a.; leysen, w.; uytdenhouwen, i.; van renterghem, w.] sck cen, nucl res ctr, b,2400 mol, belgium', '[manzanares, a.] univ complutense madrid, madrid, spain', '[marot, l.; moser, l.] univ basel, dept phys, basel, switzerland', '[martin,solis, j. r.] univ carlos iii madrid, dept fis, madrid 28911, spain', '[rachlew, e.] kth, sci, dept phys, se,10691 stockholm, sweden']",0.0,0.0,0.0,0.0,0.0,4657.0,5395.0,10120.0,7406.0,5078.0,32656.0,5,5,2015,2019,100.0,Regular,Non
"['[abduallev, s.; beckers, m.; borodin, d.; borodkina, i.; brezinsek, s.; coenen, j. w.; denner, p.; dittmar, t.; drews, p.; esser, h. g.; freisinger, m.; gao, y.; hasenbeck, f.; huber, a.; huber, v.; kirschner, a.; koeppen, m.; koslowski, h. r.; lambertz, h. t.; li, l.; liang, y.; linke, j.; linsmeier, ch.; marchuk, o.; martynova, y.; mertens, ph.; von thun, c. perez; philipps, v.; pintsuk, g.; rack, m.; reimold, f.; reiser, d.; romazanov, j.; samm, u.; schlummer, t.; sergienko, g.; wang, e.; wang, n.; wiesen, s.; yanling, w.] forschungszentrum julich gmbh, inst energie & klimaforsch plasmaphys, d,52425 julich, germany', '[abhangi, m.; buch, j.; chandra, d.; dutta, p.; edappala, p. v.; ghate, m.; kundu, a.; magesh, b.; makwana, r.; panja, s.; pathak, s.; prajapati, v.; prakash, r.; ranjan, s.; rathod, k.; santa, p.; sinha, a.; stephen, m.; vasava, k.] inst plasma res, gandhinagar 382428, gujarat, india', '[abreu, p.; alves, e.; baiao, d.; batista, a.; bernardo, j.; bizarro, j. p. s.; borba, d.; carvalho, b. b.; carvalho, i.; carvalho, p.; catarino, n.; coelho, r.; cortes, s.; cruz, n.; fazendeiro, l.; fernades, a.; fernandes, h.; ferreira, j.; figueiredo, a.; figueiredo, j.; gil, l.; gomes, r.; goncalves, b.; guillemaut, c.; henriques, r.; malaquias, a.; manso, m. e.; meneses, l.; nabais, f.; nave, m. f. f.; nedzelski, i.; nunes, i.; pereira, r.; plyusnin, v.; reyes cortes, s. d. a.; rodrigues, p.; salzedas, f.; santos, b.; silva, a.; silva, c.; sousa, j.; vicente, j.] univ lisbon, inst plasma & fus nucl, inst super tecn, lisbon, portugal', ""[afzal, m.; aldred, v.; allinson, m.; alper, b.; appel, l.; appelbee, c.; ash, a.; austin, y.; axton, m. d.; ayres, c.; bailey, s.; baker, a.; balboa, i.; balshaw, n.; bament, r.; banks, j. w.; baranov, y. f.; barnard, m. a.; barnes, d.; wiechec, a. baron; bastow, r.; baughan, r.; beaumont, p. s.; beckett, b.; beldishevski, m.; bell, k.; bellinger, m.; ben ayed, n.; benterman, n. a.; berry, m.; besliu, c.; blackburn, j.; blackman, k.; blackman, t. r.; blatchford, p.; boboc, a.; booth, j.; boulting, p.; bowden, m.; bower, c.; boyce, t.; boyd, c.; boyer, h. j.; bradshaw, j. m. a.; brennan, p. d.; brett, a.; bright, m. d. j.; brix, m.; brown, d. p. d.; brown, m.; buchanan, j.; buckley, m. a.; bulman, m.; bulmer, n.; bunting, p.; busse, a.; butler, n. k.; byrne, j.; camp, p.; campling, d. c.; cane, j.; capel, a. j.; card, p. j.; carman, p.; carr, m.; casson, f. j.; caumont, j.; cave,ayland, k.; challis, c. d.; chandler, m.; chapman, i. t.; ciric, d.; clark, e.; clark, m.; clarkson, r.; clatworthy, d.; clements, c.; cleverly, m.; coad, j. p.; coates, p. a.; cobalt, a.; collins, s.; conway, n.; coombs, d.; cooper, d.; cooper, s. r.; corrigan, g.; couchman, a. s.; cox, m. p.; cramp, s.; craven, r.; croft, d.; crowe, r.; cullen, a.; dabirikhah, h.; dalgliesh, p.; dalley, s.; davies, o.; day, i. e.; deakin, k.; deane, j.; dendy, r. o.; dorling, s. e.; doswon, s.; doyle, p. t.; edmond, j.; edwards, a. m.; edwards, j.; el,jorf, r.; elsmore, c. g.; evans, b.; evans, g. e.; evison, g.; ewart, g. d.; fagan, d.; fawlk, n.; felton, r. c.; fenton, k.; fessey, j. a.; field, a.; finburg, p.; fittill, l.; fitzgerald, m.; flanagan, j.; fleming, c.; flinders, k.; forsythe, l.; fortune, m.; foster, s.; franklin, t.; fyvie, j.; gallagher, j.; garzotti, l.; gear, d. f.; gee, s. j.; gerasimov, s.; gethins, m.; ghani, z.; gibson, c. s.; gilligan, s.; giroud, c.; godwin, j.; goff, j.; goodliffe, m.; goodyear, a.; gowland, r.; graham, b.; graham, m. e.; grazier, n.; grazier, p.; green, n. r.; griph, f. s.; grist, d.; grundy, c. n.; guard, d.; gurl, c.; hackett, l. j.; hagar, a.; hall, s. j.; cook, s. p. hallworth; hamlyn,harris, c.; hammond, k.; harrington, c.; harrison, j.; harting, d.; haupt, t. d. v.; hawes, j.; hawkes, n. c.; hawkins, j.; hawkins, p.; haydon, p. w.; hayter, n.; hazel, s.; heesterman, p. j. l.; hemming, o. n.; hender, t. c.; hepple, d.; hermon, g.; hill, m.; hillesheim, j.; hogben, c. h. a.; hollingsworth, a.; hollis, s.; homfray, d. a.; horton, a. r.; hotchin, s. p.; hough, m. r.; howarth, p. j.; huddleston, t. m.; hughes, m.; hunter, c. l.; hynes, a. m.; iglesias, d.; jacquet, p.; jenkins, i.; johnson, r.; johnston, jane; joita, l.; jones, g.; jones, t. t. c.; kaniewski, j.; kantor, a.; karkinsky, d.; karnowska, i.; kaveney, g.; keeling, d. l.; keenan, t.; keep, j.; kempenaars, m.; kennedy, c.; kenny, d.; kent, j.; kent, o. n.; kinch, a.; king, c.; king, d.; kinna, d. j.; kiptily, v.; kirk, a.; kirov, k.; knight, p.; knipe, s. j.; kogan, l.; kovari, m.; kruezi, u.; laing, a.; lam, n.; lane, c.; last, j. r.; lawless, r.; lawson, a.; lawson, k. d.; lefebvre, x.; lehmann, j.; leichuer, p.; lesnoj, s.; letellier, e.; lobel, r. c.; lomas, p. j.; lovell, j. j.; loving, a. b.; lucock, r. m. a.; lupelli, i.; macdonald, n.; macheta, p.; maczewa, k.; maggi, c.; mailloux, j.; manning, a.; marren, c. a.; marshal, r.; martin, a.; maslov, m.; matthews, g. f.; may,smith, t.; mcadams, r.; mcclements, k. g.; mccullen, p. a.; mcintosh, s.; mckean, r.; mckehon, j.; meadows, r. c.; meakins, a.; medland, m.; medley, s.; meigh, s.; meigs, a. g.; menmuir, s.; merrigan, i. r.; meyer, h.; middleton,gear, d.; militello, f.; militello,asp, e.; monakhov, i.; mooney, r.; moreira, l.; morris, a. w.; morris, j.; moulton, d.; murphy, s.; naish, r.; newman, m.; nicholls, k. j.; noble, c.; nodwell, d.; odupitan, t.; o'gorman, t.; olney, r.; omolayo, o.; oswuigwe, b. i.; otin, r.; owen, a.; pace, n.; packer, l. w.; page, a.; pamela, s.; parail, v.; patel, a.; paton, d.; pearson, i. j.; puglia, p. p. pereira; petrella, n.; piron, l.; pool, p. j.; popovichev, s.; porton, m.; powell, t.; pozzi, j.; price, d.; price, m.; price, r.; prior, p.; proudfoot, r.; pulley, d.; purahoo, k.; rainford, m. s. j.; rayner, c.; reece, d.; reed, a.; regan, b.; reid, n.; rendell, d.; reynolds, s.; riccardo, v.; richardson, n.; riddle, k.; rimini, f. g.; roach, c.; robins, r. j.; robinson, s. a.; robinson, t.; robson, d. w.; rodriguez, j.; romanelli, m.; romanelli, s.; rowe, s.; saarelma, s.; sagar, p.; salmon, r.; samaddar, d.; sandiford, d.; scannell, r.; schmuck, s.; sharapov, s. e.; shaw, a.; shaw, r.; sheikh, h.; shepherd, a.; sibbald, m.; silburn, s.; simmons, p. a.; simpson, j.; simpson,hutchinson, j.; skilton, r.; slade, b.; smith, n.; smith, p. g.; smith, r.; smith, t. j.; spelzini, t.; stables, g.; stamp, m. f.; staniec, p.; stead, m. j.; stephen, a. v.; stevens, a.; stevens, b. d.; stubbs, g.; studholme, w.; szepesi, g.; talbot, a. r.; tame, c.; taylor, d.; taylor, k. a.; thomas, j.; thomas, j. d.; thompson, a.; thompson, c. ,a.; thompson, v. k.; thorne, l.; thornton, a.; tigwell, p. a.; tipton, n.; tonner, p.; towndrow, m.; trimble, p.; turner, i.; tvalashvili, g.; tyrrell, s. g. j.; ul,abidin, z.; ulyatt, d.; vadgama, a. p.; valcarcel, d.; valovic, m.; van de mortel, m.; verhoeven, r.; vizvary, z.; vora, n.; wakeling, b.; waldon, c. w. f.; walkden, n.; walker, m.; walker, r.; warder, s.; warren, r. j.; waterhouse, j.; wellstood, c.; west, a. t.; wheatley, m. r.; whetham, s.; whitehead, a. m.; whitehead, b. d.; widdowson, a. m.; wilkinson, j.; williams, j.; williams, m.; wilson, a. r.; wilson, d. j.; wilson, j.; withenshaw, g.; withycombe, a.; witts, d. m.; wood, d.; wood, r.; woodley, c.; wray, s.; wright, j.; xu, t.; young, c.; young, d.; young, i. d.; young, r.; zacks, j.; zastrow, k. d.] ccfe culham sci ctr, abingdon ox14 3db, oxon, england"", '[aggarwal, k. m.; coffey, i.] queens univ, dept pure & appl phys, belfast bt7 1nn, antrim, north ireland', '[ahlgren, t.; bjorkas, c.; heinola, k.; lahtinen, a.; lasa, a.; nordlund, k.; safi, e.] univ helsinki, pob 43, fi,00014 helsinki, finland', '[ahn, j. h.; arnichand, h.; basiuk, v.; becoulet, a.; bottereau, c.; bourdelle, c.; bremond, s.; breton, s.; bucalossi, j.; bufferand, h.; ciraolo, g.; clairet, f.; colas, l.; corre, y.; denis, j.; devynck, p.; douai, d.; dumont, r.; ekedahl, a.; esteve, d.; fedorczak, n.; fevrier, o.; fil, a.; firdaouss, m.; garcia, j.; gauthier, e.; giacalone, j. c.; gil, c.; girardo, j. b.; giruzzi, g.; goniche, m.; grisolia, c.; guillemaut, c.; guirlet, r.; hacquin, s.; helou, w.; hertout, p.; hillairet, j.; hodille, e.; huynh, p.; imbeaux, f.; irishkin, m.; jardin, a.; joffrin, e.; kogut, d.; kresina, m.; loarer, t.; maget, p.; mazon, d.; molina, d.; nardon, e.; nilsson, e.; nouailletas, r.; peysson, y.; reux, c.; sabot, r.; saint,laurent, f.; schneider, m.; sommariva, c.; tamain, p.; valentinuzzi, m.; vartanian, s.; vu, t.] cea, irfm, f,13108 st paul les durance, france', '[aho,mantila, l.; airila, m.; hakola, a.; koivuranta, s.; likonen, j.; pehkonen, s. ,p.; salmi, a.; siren, p.; tala, t.] vtt tech res ctr finland, pob 1000, fin,02044 espoo, finland', '[aiba, n.; utoh, h. h.; imazawa, n.; hoshino, k. k.; kamiya, k.; kobuchi, t.; miyoshi, y.; asakura, n. n.; nakano, t.; ogawa, m. t.; suzuki, t. t.; tojo, h.; urano, h.] natl inst quantum & radiol sci & technol, naka, ibaraki 3110193, japan', '[albanese, r.; ambrosino, g.; coccorese, v.; de tommasi, g.; lo schiavo, v. p.; minucci, s.; pironti, a.; rubinacci, g.] univ napoli federico ii, consorzio create, via claudio 21, i,80125 naples, italy', '[alegre, d.; dormido,canto, s.; martinez, f. j.] univ nacl educ distancia, madrid, spain', '[alessi, e.; gervasini, g.; giacomelli, l.; laguardia, l.; lazzaro, e.; mantica, p.; marchetto, c.; muraro, a.; sozzi, c.; tardocchi, m.; uccello, a.; vianello, n.] ifp cnr, via r cozzi 53, i,20125 milan, italy', '[aleynikov, p.; barnsley, r.; bassan, m.; bauvir, b.; bertalot, l.; bruno, e.; davis, w.; de bock, m.; de temmerman, g.; de vries, p.; di maio, f.; duckworth, ph.; henderson, m.; huijsmans, g. t. a.; lehnen, m.; leipold, f.; liu, g.; loarte, a.; maquet, ph.; maruyama, s.; michling, r.; penot, c.; pitts, r.; roccella, r.; sirinelli, a.; thomas, p.; veshchev, e.; walsh, m.; watts, c.] iter org, route vinon,cs 90 046, f,13067 st paul les durance, france', '[alfier, a.; auriemma, f.; baruzzo, m.; bigi, m.; bolzonella, t.; brombin, m.; carraro, l.; cavazzana, r.; cavinato, m.; cenedese, a.; chitarin, g.; de masi, g.; agostini, f. degli; innocente, p.; lorenzini, r.; masiello, a.; mccormack, o.; murari, a.; nielsen, p.; paccagnella, r.; pasqualotto, r.; peruzzo, s.; piovesan, p.; pomaro, n.; puiatti, m. e.; rubino, g.; schmidt, v.; sonato, p.; sopplesa, a.; spagnolo, s.; taliercio, c.; taroni, l.; terranova, d.; valisa, m.; vincenzi, p.; zilli, e.] consorzio rfx, corso stati uniti 4, i,35127 padua, italy', '[alkseev, a.; kukushkin, a.; neverov, v. s.] nrc kurchatov inst, 1 kurchatov sq, moscow 123182, russia', '[ambrosino, r.; ariola, m.] univ napoli parthenope, consorzio create, via claudio 21, i,80125 naples, italy', '[amicucci, l.; angelone, m.; batistoni, p.; belli, f.; botrugno, a.; calabro, g.; cardinali, a.; castaldo, c.; causa, f.; ceccuzzi, s.; cesario, r.; cocilovo, v.; crisanti, f.; di troia, c.; esposito, b.; flammini, d.; fonnesu, n.; frigione, d.; giovannozzi, e.; marinucci, m.; marocco, d.; mazzotta, c.; moro, f.; pacella, d.; pillon, m.; porfiri, m. t.; pucella, g.; ramogida, g.; ravera, g.; riva, m.; romanelli, f.; santucci, a.; villari, s.; viola, b.; zerbini, m.] enea c r frascati, unit tecn fus, via e fermi 45, i,00044 rome, italy', '[amosov, v.; krasilnikov, a.; krasilnikov, v.; marcenko, n.; meshchaninov, s.; nemtsev, g.; rodionov, r.] troitsk inst innovating & thermonucl res triniti, moscow 142190, russia', '[anghel, m.; curuia, m.; soare, s.] natl inst cryogen & isotop technol, ramnicu valcea, romania', ""[angioni, c.; balden, m.; belonohy, e.; bernert, m.; bobkov, v.; boom, j.; burckhart, a.; carralero, d.; chankin, a.; coster, d.; devaux, s.; di siena, a.; d'inca, r.; doerk, h.; drenik, a.; dunne, m.; eich, th.; faitsch, m.; fietz, s.; gal, k.; geiger, b.; gloeggler, s.; greuner, h.; hobirk, j.; kallenbach, a.; kappatou, a.; krieger, k.; lang, p. t.; maier, h.; mayer, m.; meisl, g.; mink, f.; neu, r.; oberkofler, m.; potzel, s.; puetterich, th.; rapson, c. j.; reich, m.; rohde, v.; schmid, k.; sertoli, m.; sieglin, b.; viezzer, e.; wischmeier, m.; zhang, w.] max planck inst plasma phys, d,85748 garching, germany"", '[arena, p.; buscarino, a.; corradino, c.; fortuna, l.; frasca, m.; palazzo, s.] univ catania, dipartimento ingn elettr elettron & informat, i,95125 catania, italy', '[arshad, s.; leichtle, d.; neto, a.; saibene, g.; sartori, f.; sartori, r.] fus energy joint undertaking, josep pl 2,torres diagonal litoral b3, barcelona 08019, spain', '[ashikawa, n.] natl inst fus sci, toki, gifu 5095292, japan', '[aslanyan, v.; hubbard, a.; wright, j. c.; wukitch, s.] mit, plasma sci & fus ctr, cambridge, ma 02139 usa', '[asunta, o.; buratti, p.; dux, r.; groth, m.; jarvinen, a.; karhunen, j.; king, r. f.; koskela, t.; kurki,suonio, t.; lomanowski, b.; lonnroth, j.; makkonen, t.; miettunen, j.; moulton, d.; santala, m. i. k.; sipila, s. k.; uljanovs, j.; varje, j.] aalto univ, pob 14100, fin,00076 aalto, finland', '[avotina, l.; conka, d.; halitovs, m.; jansons, j.; kizane, g.; lapins, j.; lescinskis, a.; pajuste, e.; vitins, a.; zarins, a.] univ latvia, 19 raina blvd, lv,1586 riga, latvia; univ lorraine, cnrs, umr7198, yijl, nancy, france', '[bacharis, m.] imperial coll london, dept phys, london sw7 2az, england', '[baciero, a.; calvo, i.; de castro, a.; de la cal, e.; de la luna, e.; de pablos, j. l.; fontdecaba, j. m.; hidalgo, c.; lopez,razola, j.; losada, u.; martin de aguilera, a.; medina, f.; moreno, r.; pereira, a.; ratta, g.; solano, e. r.; vega, j.] ciemat, lab nacl fus, madrid, spain', '[barnes, m.; highcock, e. g.; diaz, f. parra] univ oxford, dept phys, oxford ox1 2jd, england', '[baylor, l.; biewer, t.; delabie, e.; grove, r.; hillis, d.; kaufman, m.; klepper, c.; meitner, s.; mosher, s.; parsons, m.; reinke, m.; risner, j.] oak ridge natl lab, oak ridge, tn 37831 usa', '[bazylev, b.; bonelli, f.; day, c.; fischer, u.; giegerich, t.; klix, a.; peschanyi, s.; varoutis, s.] karlsruhe inst technol, pob 3640, d,76021 karlsruhe, germany', '[beal, j.; bowman, c.; horvath, l.; leddy, j.; leyland, m.; lipschultz, b.; lunniss, a.; smithies, m.; wilson, h. r.; wynn, a.] univ york, york yo10 5dd, n yorkshire, england', '[bekris, n.; borba, d.; figueiredo, j.; fuller, d.; hacquin, s.; jachmich, s.; kim, h. t.; lonnroth, j.; murari, a.; von thun, c. perez; solano, e. r.] culham sci ctr, eurofus programme management unit, culham ox14 3db, england', '[bergsaker, h.; bykov, i.; frassinetti, l.; garcia,carrasco, a.; hellsten, t.; johnson, t.; menmuir, s.; petersson, p.; rubel, m.; stefanikova, e.; strom, p.; tholerus, e.; olivares, p. vallejos; weckmann, a.; zhou, y.] kth, fusion plasma phys, ees, se,10044 stockholm, sweden', '[beurskens, m.; drewelow, p.; svensson, j.] max planck inst plasma phys, teilinsitut greifswald, d,17491 greifswald, germany', '[bieg, b.] maritime univ szczecin, waly chrobrego 1,2, pl,70500 szczecin, poland', '[bielecki, j.; dankowski, j.] inst nucl phys, radzikowskiego 152, pl,31342 krakow, poland', '[bilkova, p.; cahyna, p.; dejarnac, r.; duran, i.; ficker, o.; fuchs, v.; horacek, j.; imrisek, m.; markovic, t.; mlynar, j.; paprok, r.; peterka, m.; petrzilka, v.; tomes, m.; vondracek, p.] inst plasma phys as cr, za slovankou 1782,3, prague 18200 8, czech republic', '[bisoffi, a.] univ trento, dipartimento ingn ind, trento, italy', '[blanchard, p.; coda, s.; duval, b. p.; fasoli, a.; faustin, j. m.; graves, j. p.; lanthaler, s.; martin, y.; nespoli, f.; nicolas, t.; patten, h.; pfefferle, d.; sauter, o.; testa, d.; weisen, h.] swiss plasma ctr, epfl, ch,1015 lausanne, switzerland', '[bodnar, g.; cseh, g.; dunai, d.; kocsis, g.; petravich, g.; refy, d.; szabolics, t.; tal, b.; zoletnik, s.] wigner res ctr phys, pob 49, h,1525 budapest, hungary', '[bogar, o.; matejcik, s.; orszagh, j.; papp, p.; zaitsev, f. s.] comenius univ, dept expt phys, fac math phys & informat, mlynska dolina f2, bratislava 84248, slovakia', '[bolshakova, i.] lviv polytech natl univ, magnet sensor lab, lvov, ukraine', '[bonanomi, n.; croci, g.; gorini, g.; nocente, m.; rebai, m.; rigamonti, d.] univ milano bicocca, piazza sci 3, i,20126 milan, italy', '[braic, v.] natl inst optoelect, magurele, romania', '[bravanec, r.] fourth state res, 503 lockhart dr, austin, tx usa', '[breizman, b.; hatch, d. r.] univ texas austin, inst fus studies, austin, tx 78712 usa', '[broeckx, w.; dylst, k.; goussarov, a.; leysen, w.; uytdenhouwen, i.; van renterghem, w.] sck cen, nucl res ctr, b,2400 mol, belgium', '[broslawski, a.; gosk, m.; kwiatkowski, r.; mianowski, s.; rzadkiewicz, j.; swiderski, l.; zychor, i.] natl ctr nucl res, pl,05400 otwock, poland', '[budny, r.; cecil, e.; chang, c. s.; darrow, d.; davis, w.; goulding, r.; grierson, b.; hager, r.; okabayashi, m.; scott, s. d.; strachan, j.; tang, w.] princeton plasma phys lab, james forrestal campus, princeton, nj 08543 usa', '[camenen, y.; koubiti, m.; manas, p.; marandet, y.] aix marseille univ, cnrs, piim, umr 7345, f,13013 marseille, france', '[cannas, b.; fanni, a.; pau, a.; pisano, f.; sias, g.] univ cagliari, dept elect & elect engn, piazza armi 09123, cagliari, italy', '[chapman, s. c.; watkins, n. w.] univ warwick, dept phys, coventry cv4 7al, w midlands, england', '[chernyshova, m.; czarnecka, a.; galazka, k.; ivanova,stanik, i.; jednorog, s.; kowalska,strzeciwilk, e.; krawczyk, n.; laszynska, e.; slabkowska, k.; szawlowski, m.; zagorski, r.] inst plasma phys & laser microfus, hery 23, pl,01497 warsaw, poland', '[citrin, j.; den harder, n.; hogeweij, g. m. d.; jaulmes, f.; shumack, a.; tsalas, m.; van rooij, g. j.] fom inst differ, eindhoven, netherlands', '[craciunescu, t.; dinca, p.; falie, d.; gherendi, m.; jepu, i.; lungu, c. p.; lungu, m.; pompilian, o. g.; porosnicu, c.; ruset, c.; spineanu, f.; tiseanu, i.; vlad, m.; zoita, v.] natl inst laser, plasma & radiat phys, magurele, romania', '[crombe, k.; hornung, g.; shabbir, a.; telesca, g.] univ ghent, dept appl phys ug, st pietersnieuwstr 41, b,9000 ghent, belgium', '[cufar, a.; drenik, a.; kodeli, i.; kos, b.; lengar, i.; snoj, l.] slovenian fusion assoc, jozef stefan inst, jamova 39, si,1000 ljubljana, slovenia', '[ding, b.; gao, x.; liu, y.] chinese acad sci, inst plasma phys, hefei 230031, anhui, peoples r china', '[doerner, r. p.] univ calif san diego, ctr energy res, la jolla, ca 92093 usa', '[dumortier, p.; durodie, f.; jachmich, s.; kazakov, y.; krivska, a.; lerche, e.; lyssoivan, a.; messiaen, a.; ongena, j.; ragona, r.; stepanov, i.; tripsky, m.; van eester, d.; verdoolaege, g.; wauters, t.] ecole royale mil, lab plasma phys, koninklijke mil sch, renaissancelaan 30 ave renaissance, b,1000 brussels, belgium', '[enachescu, m.; petre, a.; stan,sion, c.] horia hulubei natl inst phys & nucl engn, magurele, romania', '[eriksson, f.; nordman, h.; strand, p.; tegnered, d.; yadikin, d.] chalmers univ technol, dept earth & space sci, se,41296 gothenburg, sweden', '[eriksson, l. g.; horton, l. d.; lennholm, m.; lowry, c.; peackoc, a.; sips, a. c. c.] european commiss, b,1049 brussels, belgium', '[esquembri, s.; lopez, j. m.; ruiz, m.] univ politecn madrid, grupo i2a2, madrid, spain', '[formisano, a.; mattei, m.; pizzo, f.] second univ napoli, consorzio create, via claudio 21, i,80125 naples, italy', '[fortuna,zalesna, e.; grzonka, j.] warsaw univ technol, dept mat sci, pl,01152 warsaw, poland', '[fresa, r.] univ basilicata, consorzio create, via claudio 21, i,80125 naples, italy', '[futatani, s.; gallart, d.; mantsinen, m.; rakha, a.] barcelona supercomp ctr, barcelona, spain', '[galassi, d.] aix marseille univ, cnrs, ctr marseille, m2p2 umr 7340, f,13451 marseille, france', '[galdon,quiroga, j.; garcia,munoz, m.; viezzer, e.] univ seville, seville, spain', '[galvao, r.] ctr brasileiro pesquisas fis, rua xavier sigaud 160, br,22290180 rio de janeiro, brazil', '[gardarein, j. ,l.] aix marseille univ, cnrs, iusti umr 7343, f,13013 marseille, france', '[gaudio, p.; gelfusa, m.; lungaroni, m.; malizia, a.; marinelli, m.; peluso, e.; prestopino, g.; talebzadeh, s.; verona, c.; rinati, g. verona] univ roma tor vergata, via politecn 1, rome, italy', '[gin, d.; khilkevich, e.; shevelev, a.; teplova, n.] ioffe phys tech inst, 26 politekhnicheskaya, st petersburg 194021, russia', '[gohil, p.; luce, t.; mordijck, s.; soldan, c. paz] gen atom, pob 85608, san diego, ca 92186 usa', ""[goloborod'ko, v.; schoepf, k.; jun, d. tskhakaya; yavorskij, v.] univ innsbruck, fus osterreich akad wissensch oaw, innsbruck, austria"", '[hatano, y.] univ toyama, toyama 9308555, japan', ""[henderson, s. s.; o'mullane, m.; summers, h. p.] univ strathclyde, dept phys & appl phys, glasgow g4 ong, lanark, scotland"", '[hizanidis, k.; kazantzidis, v.; kominis, y.; lazaros, a.] natl tech univ athens, iroon politechniou 9, athens 15773, greece', '[incelli, m.; moneti, m.] univ tuscia, deim, via paradiso 47, i,01100 viterbo, italy', '[jacobsen, a. s.; leipold, f.; naulin, v.; nielsen, a. h.; rasmussen, j. j.; salewski, m.; thrysoe, a. s.] tech univ denmark, dept phys, bldg 309, dk,2800 lyngby, denmark', '[jeong, c.; kwak, s.] korea adv inst sci & technol, dept nucl & quantum engn, daejeon 34141, south korea', '[kim, h. s.; na, y. s.; yoo, m. g.] seoul natl univ, shilim dong, south korea', '[knott, s.; mccarthy, p. j.] univ coll cork, cork, ireland', '[koechl, f.] vienna univ technol, fusi osterreich akad wissensch oaw, vienna, austria', '[ksiazek, i.; pawelec, e.] opole univ, inst phys, oleska 48, pl,45052 opole, poland', '[kwon, o. j.] daegu univ, gyongsan 712174, gyeongbuk, south korea', '[lee, s.; park, m.] natl fusion res inst, 169,148 gwahak ro, daejeon 305806, south korea', '[leggate, h. j.; schworer, d.; somers, a.; turner, m. m.] dublin city univ, dublin, ireland', '[lukin, a.; vinyar, i.] pelin llc, 27a gzhatskaya ulitsa, st petersburg 195220, russia', '[luna, c.] arizona state univ, tempe, az usa', '[manzanares, a.] univ complutense madrid, madrid, spain', '[marot, l.; moser, l.] univ basel, dept phys, basel, switzerland', '[martin,solis, j. r.] univ carlos iii madrid, dept fis, madrid 28911, spain', '[maviglia, f.; orsitto, f.] consorzio create, via claudio 21, i,80125 naples, italy', '[mergia, k.; stamatelatos, i.; tsavalas, p.; vasilopoulou, t.] ncsr demokritos, aghia paraskevi 15310, greece', '[miloshevsky, g.] purdue univ, 610 purdue mall, w lafayette, in 47907 usa', '[moradi, s.] ulb, fluid & plasma dynam, campus plaine cp 231 blvd triomphe, b,1050 brussels, belgium', '[nishijima, d.] univ calif, 1111 franklin st, oakland, ca 94607 usa', '[orte, l. barrera; donne, t.; franke, t.; gal, k.; guerard, c.; mayoral, m. l.; mcdonald, d.; regana, j.; reinhart, m.; turnyanskiy, m.; voitsekhovitch, i.] eurofus programme management unit, boltzmannstr 2, d,85748 garching, germany', '[pires dos reis, a.; puglia, p.; ruchko, l.; pires de sa, w. w.] univ sao paulo, inst fis, rua matao travessa r 187,cidade univ, br,05508090 sao paulo, brazil', '[rachlew, e.] kth, sci, dept phys, se,10691 stockholm, sweden', '[ratynskaia, s.; tolias, p.] kth, ees, space & plasma phys, se,10044 stockholm, sweden', '[stankunas, g.] lithuanian energy inst, breslaujos g 3, lt,4403 kaunas, lithuania', '[strauss, h. r.] hrs fusion, w orange, nj usa', '[subba, f.; zanino, r.] politecn torino, corso duca abruzzi 24, i,10129 turin, italy', '[sunden, e. andersson; binda, f.; cecconello, m.; conroy, s.; dzysiuk, n.; ericsson, g.; eriksson, j.; hellesen, c.; hjalmarsson, a.; possnert, g.; sjostrand, h.; skiba, m.; weiszflog, m.] uppsala univ, dept phys & astron, se,75120 uppsala, sweden', '[tokitani, m.] natl inst fus sci, toki, gifu 5095292, japan', '[villone, f.] univ cassino, consorzio create, via claudio 21, i,80125 naples, italy', '[weiland, j.] chalmers univ technol, dept phys, s,41296 gothenburg, sweden', '[wu, j.; yao, l.] univ elect sci & technol china, chengdu, sichuan, peoples r china']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,5079.0,9393.0,6126.0,20598.0,3,3,2017,2019,100.0,Regular,Non
